Pair	ROI	Y
P30	17Networks_LH_LimbicB_OFC_1	0.0074
P31	17Networks_LH_LimbicB_OFC_1	0.0321
P33	17Networks_LH_LimbicB_OFC_1	0.2159
P34	17Networks_LH_LimbicB_OFC_1	0.0511
P35	17Networks_LH_LimbicB_OFC_1	-0.3701
P36	17Networks_LH_LimbicB_OFC_1	0.4011
P37	17Networks_LH_LimbicB_OFC_1	-0.0620
P38	17Networks_LH_LimbicB_OFC_1	-0.0953
P39	17Networks_LH_LimbicB_OFC_1	1.6918
P40	17Networks_LH_LimbicB_OFC_1	0.0126
P41	17Networks_LH_LimbicB_OFC_1	-0.3014
P42	17Networks_LH_LimbicB_OFC_1	0.1416
P43	17Networks_LH_LimbicB_OFC_1	-0.1525
P44	17Networks_LH_LimbicB_OFC_1	0.2409
P45	17Networks_LH_LimbicB_OFC_1	2.1324
P46	17Networks_LH_LimbicB_OFC_1	-0.5754
P47	17Networks_LH_LimbicB_OFC_1	0.1931
P48	17Networks_LH_LimbicB_OFC_1	0.1102
P49	17Networks_LH_LimbicB_OFC_1	-0.2865
P50	17Networks_LH_LimbicB_OFC_1	-0.0518
P51	17Networks_LH_LimbicB_OFC_1	-0.3768
P52	17Networks_LH_LimbicB_OFC_1	-0.1992
P53	17Networks_LH_LimbicB_OFC_1	0.2325
P54	17Networks_LH_LimbicB_OFC_1	0.1486
P55	17Networks_LH_LimbicB_OFC_1	-0.4506
P56	17Networks_LH_LimbicB_OFC_1	0.4426
P57	17Networks_LH_LimbicB_OFC_1	0.0562
P58	17Networks_LH_LimbicB_OFC_1	-0.1988
P59	17Networks_LH_LimbicB_OFC_1	0.1607
P60	17Networks_LH_LimbicB_OFC_1	-0.1418
P00	17Networks_LH_LimbicB_OFC_2	-0.0436
P01	17Networks_LH_LimbicB_OFC_2	0.0576
P02	17Networks_LH_LimbicB_OFC_2	-0.1061
P03	17Networks_LH_LimbicB_OFC_2	-0.0802
P04	17Networks_LH_LimbicB_OFC_2	-0.0752
P05	17Networks_LH_LimbicB_OFC_2	0.2041
P06	17Networks_LH_LimbicB_OFC_2	0.1655
P07	17Networks_LH_LimbicB_OFC_2	-0.4489
P08	17Networks_LH_LimbicB_OFC_2	0.2310
P09	17Networks_LH_LimbicB_OFC_2	0.2246
P10	17Networks_LH_LimbicB_OFC_2	0.0876
P11	17Networks_LH_LimbicB_OFC_2	-0.1197
P12	17Networks_LH_LimbicB_OFC_2	-0.0738
P13	17Networks_LH_LimbicB_OFC_2	0.0213
P14	17Networks_LH_LimbicB_OFC_2	-0.1559
P15	17Networks_LH_LimbicB_OFC_2	-0.0761
P16	17Networks_LH_LimbicB_OFC_2	0.3544
P17	17Networks_LH_LimbicB_OFC_2	-0.0321
P18	17Networks_LH_LimbicB_OFC_2	-0.4383
P19	17Networks_LH_LimbicB_OFC_2	-0.0344
P20	17Networks_LH_LimbicB_OFC_2	-0.0907
P21	17Networks_LH_LimbicB_OFC_2	-0.2557
P22	17Networks_LH_LimbicB_OFC_2	-0.3833
P23	17Networks_LH_LimbicB_OFC_2	-0.1902
P24	17Networks_LH_LimbicB_OFC_2	0.4514
P25	17Networks_LH_LimbicB_OFC_2	-0.5728
P26	17Networks_LH_LimbicB_OFC_2	0.1966
P27	17Networks_LH_LimbicB_OFC_2	0.0619
P28	17Networks_LH_LimbicB_OFC_2	0.0251
P29	17Networks_LH_LimbicB_OFC_2	-0.0171
P30	17Networks_LH_LimbicB_OFC_2	0.0211
P31	17Networks_LH_LimbicB_OFC_2	0.0299
P32	17Networks_LH_LimbicB_OFC_2	-0.0204
P33	17Networks_LH_LimbicB_OFC_2	0.1891
P34	17Networks_LH_LimbicB_OFC_2	-0.2518
P35	17Networks_LH_LimbicB_OFC_2	0.0016
P36	17Networks_LH_LimbicB_OFC_2	0.1986
P37	17Networks_LH_LimbicB_OFC_2	0.3240
P38	17Networks_LH_LimbicB_OFC_2	-0.3196
P39	17Networks_LH_LimbicB_OFC_2	0.0213
P40	17Networks_LH_LimbicB_OFC_2	0.0516
P41	17Networks_LH_LimbicB_OFC_2	0.0569
P42	17Networks_LH_LimbicB_OFC_2	-0.3300
P43	17Networks_LH_LimbicB_OFC_2	-0.1237
P44	17Networks_LH_LimbicB_OFC_2	-0.4859
P45	17Networks_LH_LimbicB_OFC_2	0.1018
P46	17Networks_LH_LimbicB_OFC_2	-0.1158
P47	17Networks_LH_LimbicB_OFC_2	-0.0159
P48	17Networks_LH_LimbicB_OFC_2	0.3863
P49	17Networks_LH_LimbicB_OFC_2	0.1126
P50	17Networks_LH_LimbicB_OFC_2	0.1346
P51	17Networks_LH_LimbicB_OFC_2	0.0519
P52	17Networks_LH_LimbicB_OFC_2	-0.0315
P53	17Networks_LH_LimbicB_OFC_2	-0.0201
P54	17Networks_LH_LimbicB_OFC_2	-0.1223
P55	17Networks_LH_LimbicB_OFC_2	0.0987
P56	17Networks_LH_LimbicB_OFC_2	0.0600
P57	17Networks_LH_LimbicB_OFC_2	0.0609
P58	17Networks_LH_LimbicB_OFC_2	-0.2216
P59	17Networks_LH_LimbicB_OFC_2	0.2079
P60	17Networks_LH_LimbicB_OFC_2	-0.2967
P00	17Networks_LH_LimbicB_OFC_3	0.4621
P01	17Networks_LH_LimbicB_OFC_3	0.4109
P02	17Networks_LH_LimbicB_OFC_3	-0.1313
P03	17Networks_LH_LimbicB_OFC_3	-0.2727
P04	17Networks_LH_LimbicB_OFC_3	0.0248
P05	17Networks_LH_LimbicB_OFC_3	0.0020
P06	17Networks_LH_LimbicB_OFC_3	-0.3324
P07	17Networks_LH_LimbicB_OFC_3	-0.4813
P08	17Networks_LH_LimbicB_OFC_3	0.4020
P09	17Networks_LH_LimbicB_OFC_3	0.3429
P10	17Networks_LH_LimbicB_OFC_3	-0.6439
P11	17Networks_LH_LimbicB_OFC_3	0.2610
P12	17Networks_LH_LimbicB_OFC_3	0.2886
P13	17Networks_LH_LimbicB_OFC_3	-0.0523
P14	17Networks_LH_LimbicB_OFC_3	-0.0370
P15	17Networks_LH_LimbicB_OFC_3	0.1189
P16	17Networks_LH_LimbicB_OFC_3	0.4960
P17	17Networks_LH_LimbicB_OFC_3	-0.1988
P18	17Networks_LH_LimbicB_OFC_3	-0.0335
P19	17Networks_LH_LimbicB_OFC_3	0.4691
P20	17Networks_LH_LimbicB_OFC_3	-0.0367
P21	17Networks_LH_LimbicB_OFC_3	0.0053
P22	17Networks_LH_LimbicB_OFC_3	-0.2159
P23	17Networks_LH_LimbicB_OFC_3	0.0479
P24	17Networks_LH_LimbicB_OFC_3	0.5421
P25	17Networks_LH_LimbicB_OFC_3	0.2731
P26	17Networks_LH_LimbicB_OFC_3	0.0503
P27	17Networks_LH_LimbicB_OFC_3	0.3456
P28	17Networks_LH_LimbicB_OFC_3	0.2899
P29	17Networks_LH_LimbicB_OFC_3	0.0093
P30	17Networks_LH_LimbicB_OFC_3	0.1165
P31	17Networks_LH_LimbicB_OFC_3	0.0382
P32	17Networks_LH_LimbicB_OFC_3	0.1704
P33	17Networks_LH_LimbicB_OFC_3	0.3053
P34	17Networks_LH_LimbicB_OFC_3	-0.2607
P35	17Networks_LH_LimbicB_OFC_3	-0.5516
P36	17Networks_LH_LimbicB_OFC_3	0.4646
P37	17Networks_LH_LimbicB_OFC_3	0.2283
P38	17Networks_LH_LimbicB_OFC_3	0.2369
P39	17Networks_LH_LimbicB_OFC_3	0.0939
P40	17Networks_LH_LimbicB_OFC_3	-0.0640
P41	17Networks_LH_LimbicB_OFC_3	-0.6702
P42	17Networks_LH_LimbicB_OFC_3	0.1311
P43	17Networks_LH_LimbicB_OFC_3	-0.3092
P44	17Networks_LH_LimbicB_OFC_3	-0.2025
P45	17Networks_LH_LimbicB_OFC_3	-0.0880
P46	17Networks_LH_LimbicB_OFC_3	-0.2766
P47	17Networks_LH_LimbicB_OFC_3	0.2183
P48	17Networks_LH_LimbicB_OFC_3	0.4467
P49	17Networks_LH_LimbicB_OFC_3	-0.0761
P50	17Networks_LH_LimbicB_OFC_3	0.2717
P51	17Networks_LH_LimbicB_OFC_3	0.0108
P52	17Networks_LH_LimbicB_OFC_3	-0.0384
P53	17Networks_LH_LimbicB_OFC_3	-0.1890
P54	17Networks_LH_LimbicB_OFC_3	-0.1921
P55	17Networks_LH_LimbicB_OFC_3	0.1169
P56	17Networks_LH_LimbicB_OFC_3	0.1157
P57	17Networks_LH_LimbicB_OFC_3	0.2230
P58	17Networks_LH_LimbicB_OFC_3	-0.3974
P59	17Networks_LH_LimbicB_OFC_3	0.1280
P60	17Networks_LH_LimbicB_OFC_3	0.1865
P00	17Networks_LH_LimbicB_OFC_4	-3.5254
P01	17Networks_LH_LimbicB_OFC_4	0.2167
P02	17Networks_LH_LimbicB_OFC_4	-0.6011
P03	17Networks_LH_LimbicB_OFC_4	-0.3053
P04	17Networks_LH_LimbicB_OFC_4	0.4001
P05	17Networks_LH_LimbicB_OFC_4	-0.0352
P06	17Networks_LH_LimbicB_OFC_4	0.1521
P07	17Networks_LH_LimbicB_OFC_4	-0.4419
P08	17Networks_LH_LimbicB_OFC_4	-0.1296
P09	17Networks_LH_LimbicB_OFC_4	0.0723
P10	17Networks_LH_LimbicB_OFC_4	-0.3973
P11	17Networks_LH_LimbicB_OFC_4	0.7984
P12	17Networks_LH_LimbicB_OFC_4	0.1561
P13	17Networks_LH_LimbicB_OFC_4	-0.4359
P14	17Networks_LH_LimbicB_OFC_4	-0.4490
P15	17Networks_LH_LimbicB_OFC_4	0.5993
P16	17Networks_LH_LimbicB_OFC_4	-2.7913
P17	17Networks_LH_LimbicB_OFC_4	-2.3902
P18	17Networks_LH_LimbicB_OFC_4	-0.4776
P19	17Networks_LH_LimbicB_OFC_4	0.2655
P20	17Networks_LH_LimbicB_OFC_4	-0.1947
P21	17Networks_LH_LimbicB_OFC_4	-0.1854
P22	17Networks_LH_LimbicB_OFC_4	0.6816
P24	17Networks_LH_LimbicB_OFC_4	-0.2836
P25	17Networks_LH_LimbicB_OFC_4	0.7402
P26	17Networks_LH_LimbicB_OFC_4	-0.0597
P27	17Networks_LH_LimbicB_OFC_4	0.3811
P28	17Networks_LH_LimbicB_OFC_4	0.5702
P29	17Networks_LH_LimbicB_OFC_4	0.1610
P30	17Networks_LH_LimbicB_OFC_4	-0.4123
P31	17Networks_LH_LimbicB_OFC_4	-0.0236
P33	17Networks_LH_LimbicB_OFC_4	0.5584
P34	17Networks_LH_LimbicB_OFC_4	-0.0975
P35	17Networks_LH_LimbicB_OFC_4	0.1455
P36	17Networks_LH_LimbicB_OFC_4	-0.0958
P37	17Networks_LH_LimbicB_OFC_4	-0.2234
P38	17Networks_LH_LimbicB_OFC_4	-0.2459
P39	17Networks_LH_LimbicB_OFC_4	0.3071
P40	17Networks_LH_LimbicB_OFC_4	0.1532
P41	17Networks_LH_LimbicB_OFC_4	-0.0977
P42	17Networks_LH_LimbicB_OFC_4	-0.3303
P43	17Networks_LH_LimbicB_OFC_4	-0.6104
P44	17Networks_LH_LimbicB_OFC_4	-0.1944
P45	17Networks_LH_LimbicB_OFC_4	0.0632
P46	17Networks_LH_LimbicB_OFC_4	0.1844
P48	17Networks_LH_LimbicB_OFC_4	-0.0297
P49	17Networks_LH_LimbicB_OFC_4	-0.1525
P50	17Networks_LH_LimbicB_OFC_4	-0.1400
P51	17Networks_LH_LimbicB_OFC_4	-0.1307
P52	17Networks_LH_LimbicB_OFC_4	-0.0167
P53	17Networks_LH_LimbicB_OFC_4	0.6450
P54	17Networks_LH_LimbicB_OFC_4	-0.0394
P55	17Networks_LH_LimbicB_OFC_4	0.2129
P56	17Networks_LH_LimbicB_OFC_4	-0.3079
P57	17Networks_LH_LimbicB_OFC_4	-0.1197
P58	17Networks_LH_LimbicB_OFC_4	-0.0021
P59	17Networks_LH_LimbicB_OFC_4	0.1076
P60	17Networks_LH_LimbicB_OFC_4	-0.3831
P00	17Networks_LH_LimbicA_TempPole_1	-0.1667
P01	17Networks_LH_LimbicA_TempPole_1	3.9099
P02	17Networks_LH_LimbicA_TempPole_1	0.2606
P03	17Networks_LH_LimbicA_TempPole_1	-0.0451
P04	17Networks_LH_LimbicA_TempPole_1	0.0879
P05	17Networks_LH_LimbicA_TempPole_1	-0.0562
P06	17Networks_LH_LimbicA_TempPole_1	-0.2074
P07	17Networks_LH_LimbicA_TempPole_1	0.0433
P08	17Networks_LH_LimbicA_TempPole_1	0.3010
P09	17Networks_LH_LimbicA_TempPole_1	-0.0169
P10	17Networks_LH_LimbicA_TempPole_1	0.3386
P11	17Networks_LH_LimbicA_TempPole_1	0.2203
P12	17Networks_LH_LimbicA_TempPole_1	0.0520
P13	17Networks_LH_LimbicA_TempPole_1	-0.0580
P14	17Networks_LH_LimbicA_TempPole_1	-0.1674
P15	17Networks_LH_LimbicA_TempPole_1	-0.1077
P16	17Networks_LH_LimbicA_TempPole_1	-0.3776
P17	17Networks_LH_LimbicA_TempPole_1	0.0228
P18	17Networks_LH_LimbicA_TempPole_1	-0.7236
P19	17Networks_LH_LimbicA_TempPole_1	0.9150
P20	17Networks_LH_LimbicA_TempPole_1	-0.1586
P21	17Networks_LH_LimbicA_TempPole_1	-0.2204
P22	17Networks_LH_LimbicA_TempPole_1	0.5630
P23	17Networks_LH_LimbicA_TempPole_1	-0.0111
P24	17Networks_LH_LimbicA_TempPole_1	0.1451
P25	17Networks_LH_LimbicA_TempPole_1	0.1822
P26	17Networks_LH_LimbicA_TempPole_1	0.0301
P27	17Networks_LH_LimbicA_TempPole_1	0.0975
P28	17Networks_LH_LimbicA_TempPole_1	-0.1632
P29	17Networks_LH_LimbicA_TempPole_1	0.2888
P30	17Networks_LH_LimbicA_TempPole_1	0.0746
P31	17Networks_LH_LimbicA_TempPole_1	-0.0415
P32	17Networks_LH_LimbicA_TempPole_1	-0.0870
P33	17Networks_LH_LimbicA_TempPole_1	-0.0007
P34	17Networks_LH_LimbicA_TempPole_1	0.0025
P35	17Networks_LH_LimbicA_TempPole_1	-0.1733
P36	17Networks_LH_LimbicA_TempPole_1	-0.0187
P37	17Networks_LH_LimbicA_TempPole_1	-0.0137
P38	17Networks_LH_LimbicA_TempPole_1	-0.0729
P39	17Networks_LH_LimbicA_TempPole_1	0.1826
P40	17Networks_LH_LimbicA_TempPole_1	0.1262
P41	17Networks_LH_LimbicA_TempPole_1	-0.0628
P42	17Networks_LH_LimbicA_TempPole_1	-0.0353
P43	17Networks_LH_LimbicA_TempPole_1	0.7586
P44	17Networks_LH_LimbicA_TempPole_1	-0.0869
P45	17Networks_LH_LimbicA_TempPole_1	0.0607
P46	17Networks_LH_LimbicA_TempPole_1	0.1421
P47	17Networks_LH_LimbicA_TempPole_1	0.2351
P48	17Networks_LH_LimbicA_TempPole_1	0.2953
P49	17Networks_LH_LimbicA_TempPole_1	-0.1436
P50	17Networks_LH_LimbicA_TempPole_1	0.0554
P51	17Networks_LH_LimbicA_TempPole_1	0.3044
P52	17Networks_LH_LimbicA_TempPole_1	-0.0938
P53	17Networks_LH_LimbicA_TempPole_1	0.0861
P54	17Networks_LH_LimbicA_TempPole_1	0.0376
P55	17Networks_LH_LimbicA_TempPole_1	-0.1777
P56	17Networks_LH_LimbicA_TempPole_1	0.4627
P57	17Networks_LH_LimbicA_TempPole_1	-0.0416
P58	17Networks_LH_LimbicA_TempPole_1	0.0334
P59	17Networks_LH_LimbicA_TempPole_1	0.2529
P60	17Networks_LH_LimbicA_TempPole_1	0.3927
P00	17Networks_LH_LimbicA_TempPole_2	-0.3848
P01	17Networks_LH_LimbicA_TempPole_2	-0.0779
P02	17Networks_LH_LimbicA_TempPole_2	-0.0100
P03	17Networks_LH_LimbicA_TempPole_2	-0.1609
P04	17Networks_LH_LimbicA_TempPole_2	-0.1852
P05	17Networks_LH_LimbicA_TempPole_2	0.0769
P06	17Networks_LH_LimbicA_TempPole_2	-0.3469
P07	17Networks_LH_LimbicA_TempPole_2	-0.1305
P08	17Networks_LH_LimbicA_TempPole_2	0.6666
P09	17Networks_LH_LimbicA_TempPole_2	0.0215
P10	17Networks_LH_LimbicA_TempPole_2	0.0659
P11	17Networks_LH_LimbicA_TempPole_2	0.1507
P12	17Networks_LH_LimbicA_TempPole_2	0.1691
P13	17Networks_LH_LimbicA_TempPole_2	0.0781
P14	17Networks_LH_LimbicA_TempPole_2	-0.3341
P15	17Networks_LH_LimbicA_TempPole_2	0.2200
P16	17Networks_LH_LimbicA_TempPole_2	0.0665
P17	17Networks_LH_LimbicA_TempPole_2	0.1762
P18	17Networks_LH_LimbicA_TempPole_2	-0.2208
P19	17Networks_LH_LimbicA_TempPole_2	-0.1481
P20	17Networks_LH_LimbicA_TempPole_2	-0.2120
P21	17Networks_LH_LimbicA_TempPole_2	-0.1240
P22	17Networks_LH_LimbicA_TempPole_2	0.7875
P23	17Networks_LH_LimbicA_TempPole_2	-0.0053
P24	17Networks_LH_LimbicA_TempPole_2	0.3027
P25	17Networks_LH_LimbicA_TempPole_2	0.0902
P26	17Networks_LH_LimbicA_TempPole_2	0.0533
P27	17Networks_LH_LimbicA_TempPole_2	0.0263
P28	17Networks_LH_LimbicA_TempPole_2	0.0151
P29	17Networks_LH_LimbicA_TempPole_2	0.4385
P30	17Networks_LH_LimbicA_TempPole_2	0.0440
P31	17Networks_LH_LimbicA_TempPole_2	-0.0994
P32	17Networks_LH_LimbicA_TempPole_2	-0.3319
P33	17Networks_LH_LimbicA_TempPole_2	0.0888
P34	17Networks_LH_LimbicA_TempPole_2	-0.0952
P35	17Networks_LH_LimbicA_TempPole_2	-0.0622
P36	17Networks_LH_LimbicA_TempPole_2	-0.0163
P37	17Networks_LH_LimbicA_TempPole_2	0.2170
P38	17Networks_LH_LimbicA_TempPole_2	0.3130
P39	17Networks_LH_LimbicA_TempPole_2	0.1075
P40	17Networks_LH_LimbicA_TempPole_2	-0.1256
P41	17Networks_LH_LimbicA_TempPole_2	-1.3572
P42	17Networks_LH_LimbicA_TempPole_2	-0.0592
P43	17Networks_LH_LimbicA_TempPole_2	0.0241
P44	17Networks_LH_LimbicA_TempPole_2	-0.1197
P45	17Networks_LH_LimbicA_TempPole_2	-0.0741
P46	17Networks_LH_LimbicA_TempPole_2	-0.3166
P47	17Networks_LH_LimbicA_TempPole_2	0.4004
P48	17Networks_LH_LimbicA_TempPole_2	0.4781
P49	17Networks_LH_LimbicA_TempPole_2	-0.0508
P50	17Networks_LH_LimbicA_TempPole_2	0.1036
P51	17Networks_LH_LimbicA_TempPole_2	-0.1155
P52	17Networks_LH_LimbicA_TempPole_2	-0.1261
P53	17Networks_LH_LimbicA_TempPole_2	0.2673
P54	17Networks_LH_LimbicA_TempPole_2	-0.0105
P55	17Networks_LH_LimbicA_TempPole_2	-0.3598
P56	17Networks_LH_LimbicA_TempPole_2	0.1609
P57	17Networks_LH_LimbicA_TempPole_2	0.0649
P58	17Networks_LH_LimbicA_TempPole_2	0.1265
P59	17Networks_LH_LimbicA_TempPole_2	0.1788
P60	17Networks_LH_LimbicA_TempPole_2	-0.0513
P00	17Networks_LH_LimbicA_TempPole_3	-0.0258
P01	17Networks_LH_LimbicA_TempPole_3	0.2338
P02	17Networks_LH_LimbicA_TempPole_3	-0.2784
P03	17Networks_LH_LimbicA_TempPole_3	1.5287
P04	17Networks_LH_LimbicA_TempPole_3	-0.0548
P05	17Networks_LH_LimbicA_TempPole_3	-0.1169
P06	17Networks_LH_LimbicA_TempPole_3	-0.0756
P07	17Networks_LH_LimbicA_TempPole_3	0.0054
P08	17Networks_LH_LimbicA_TempPole_3	0.5787
P09	17Networks_LH_LimbicA_TempPole_3	-0.0186
P10	17Networks_LH_LimbicA_TempPole_3	0.2796
P11	17Networks_LH_LimbicA_TempPole_3	0.0373
P12	17Networks_LH_LimbicA_TempPole_3	0.1937
P13	17Networks_LH_LimbicA_TempPole_3	-0.3509
P14	17Networks_LH_LimbicA_TempPole_3	-0.7965
P15	17Networks_LH_LimbicA_TempPole_3	0.2922
P16	17Networks_LH_LimbicA_TempPole_3	0.0384
P17	17Networks_LH_LimbicA_TempPole_3	0.1366
P18	17Networks_LH_LimbicA_TempPole_3	-0.3572
P19	17Networks_LH_LimbicA_TempPole_3	0.1293
P20	17Networks_LH_LimbicA_TempPole_3	-0.0189
P21	17Networks_LH_LimbicA_TempPole_3	0.1996
P22	17Networks_LH_LimbicA_TempPole_3	0.7526
P23	17Networks_LH_LimbicA_TempPole_3	0.0173
P24	17Networks_LH_LimbicA_TempPole_3	0.6795
P25	17Networks_LH_LimbicA_TempPole_3	-0.0538
P26	17Networks_LH_LimbicA_TempPole_3	-0.1072
P27	17Networks_LH_LimbicA_TempPole_3	0.0068
P28	17Networks_LH_LimbicA_TempPole_3	-0.3108
P29	17Networks_LH_LimbicA_TempPole_3	0.3094
P30	17Networks_LH_LimbicA_TempPole_3	0.3286
P31	17Networks_LH_LimbicA_TempPole_3	0.0103
P32	17Networks_LH_LimbicA_TempPole_3	-0.1578
P33	17Networks_LH_LimbicA_TempPole_3	0.1801
P34	17Networks_LH_LimbicA_TempPole_3	0.2010
P35	17Networks_LH_LimbicA_TempPole_3	-0.0582
P36	17Networks_LH_LimbicA_TempPole_3	-0.2006
P37	17Networks_LH_LimbicA_TempPole_3	-4.3983
P38	17Networks_LH_LimbicA_TempPole_3	0.0175
P39	17Networks_LH_LimbicA_TempPole_3	0.1195
P40	17Networks_LH_LimbicA_TempPole_3	0.1547
P41	17Networks_LH_LimbicA_TempPole_3	0.1831
P42	17Networks_LH_LimbicA_TempPole_3	-0.1376
P43	17Networks_LH_LimbicA_TempPole_3	0.0257
P44	17Networks_LH_LimbicA_TempPole_3	0.1632
P45	17Networks_LH_LimbicA_TempPole_3	0.2284
P46	17Networks_LH_LimbicA_TempPole_3	0.0483
P47	17Networks_LH_LimbicA_TempPole_3	0.2696
P48	17Networks_LH_LimbicA_TempPole_3	0.1440
P49	17Networks_LH_LimbicA_TempPole_3	-0.1522
P50	17Networks_LH_LimbicA_TempPole_3	-0.2106
P51	17Networks_LH_LimbicA_TempPole_3	-0.1893
P52	17Networks_LH_LimbicA_TempPole_3	-0.4639
P53	17Networks_LH_LimbicA_TempPole_3	0.2600
P54	17Networks_LH_LimbicA_TempPole_3	0.1332
P55	17Networks_LH_LimbicA_TempPole_3	0.0021
P56	17Networks_LH_LimbicA_TempPole_3	0.1294
P57	17Networks_LH_LimbicA_TempPole_3	-0.0207
P58	17Networks_LH_LimbicA_TempPole_3	0.3641
P59	17Networks_LH_LimbicA_TempPole_3	-0.0829
P60	17Networks_LH_LimbicA_TempPole_3	0.1819
P00	17Networks_LH_LimbicA_TempPole_4	-0.1357
P01	17Networks_LH_LimbicA_TempPole_4	0.4641
P02	17Networks_LH_LimbicA_TempPole_4	-0.1746
P03	17Networks_LH_LimbicA_TempPole_4	-0.1048
P04	17Networks_LH_LimbicA_TempPole_4	-0.1993
P05	17Networks_LH_LimbicA_TempPole_4	0.1151
P06	17Networks_LH_LimbicA_TempPole_4	0.1499
P07	17Networks_LH_LimbicA_TempPole_4	-0.0119
P08	17Networks_LH_LimbicA_TempPole_4	-0.1865
P09	17Networks_LH_LimbicA_TempPole_4	-0.2337
P10	17Networks_LH_LimbicA_TempPole_4	0.0745
P11	17Networks_LH_LimbicA_TempPole_4	0.0932
P12	17Networks_LH_LimbicA_TempPole_4	0.0762
P13	17Networks_LH_LimbicA_TempPole_4	-0.2181
P14	17Networks_LH_LimbicA_TempPole_4	-0.0797
P15	17Networks_LH_LimbicA_TempPole_4	-0.1841
P16	17Networks_LH_LimbicA_TempPole_4	-0.0099
P17	17Networks_LH_LimbicA_TempPole_4	-0.2763
P18	17Networks_LH_LimbicA_TempPole_4	-0.1809
P19	17Networks_LH_LimbicA_TempPole_4	0.0972
P20	17Networks_LH_LimbicA_TempPole_4	-0.5113
P21	17Networks_LH_LimbicA_TempPole_4	0.2598
P22	17Networks_LH_LimbicA_TempPole_4	0.2032
P23	17Networks_LH_LimbicA_TempPole_4	0.0205
P24	17Networks_LH_LimbicA_TempPole_4	0.0445
P25	17Networks_LH_LimbicA_TempPole_4	-0.4581
P26	17Networks_LH_LimbicA_TempPole_4	0.0878
P27	17Networks_LH_LimbicA_TempPole_4	0.1715
P28	17Networks_LH_LimbicA_TempPole_4	0.1752
P29	17Networks_LH_LimbicA_TempPole_4	0.1839
P30	17Networks_LH_LimbicA_TempPole_4	-0.0574
P31	17Networks_LH_LimbicA_TempPole_4	-0.1383
P32	17Networks_LH_LimbicA_TempPole_4	0.0443
P33	17Networks_LH_LimbicA_TempPole_4	0.0986
P34	17Networks_LH_LimbicA_TempPole_4	0.0391
P35	17Networks_LH_LimbicA_TempPole_4	-0.0425
P36	17Networks_LH_LimbicA_TempPole_4	-0.0021
P37	17Networks_LH_LimbicA_TempPole_4	-0.0019
P38	17Networks_LH_LimbicA_TempPole_4	-0.1010
P39	17Networks_LH_LimbicA_TempPole_4	0.1152
P40	17Networks_LH_LimbicA_TempPole_4	-0.1481
P41	17Networks_LH_LimbicA_TempPole_4	0.0847
P42	17Networks_LH_LimbicA_TempPole_4	0.0844
P43	17Networks_LH_LimbicA_TempPole_4	0.0430
P44	17Networks_LH_LimbicA_TempPole_4	-0.1489
P45	17Networks_LH_LimbicA_TempPole_4	-0.3155
P46	17Networks_LH_LimbicA_TempPole_4	-0.4352
P47	17Networks_LH_LimbicA_TempPole_4	0.2312
P48	17Networks_LH_LimbicA_TempPole_4	-0.0974
P49	17Networks_LH_LimbicA_TempPole_4	-0.1928
P50	17Networks_LH_LimbicA_TempPole_4	0.0244
P51	17Networks_LH_LimbicA_TempPole_4	0.1001
P52	17Networks_LH_LimbicA_TempPole_4	0.0982
P53	17Networks_LH_LimbicA_TempPole_4	0.3635
P54	17Networks_LH_LimbicA_TempPole_4	0.2999
P55	17Networks_LH_LimbicA_TempPole_4	-0.0868
P56	17Networks_LH_LimbicA_TempPole_4	-0.0716
P57	17Networks_LH_LimbicA_TempPole_4	-0.2181
P58	17Networks_LH_LimbicA_TempPole_4	0.2258
P59	17Networks_LH_LimbicA_TempPole_4	0.5663
P60	17Networks_LH_LimbicA_TempPole_4	-0.1138
P00	17Networks_LH_LimbicA_TempPole_5	0.9450
P01	17Networks_LH_LimbicA_TempPole_5	0.1506
P02	17Networks_LH_LimbicA_TempPole_5	0.6762
P03	17Networks_LH_LimbicA_TempPole_5	-0.6087
P04	17Networks_LH_LimbicA_TempPole_5	0.0010
P05	17Networks_LH_LimbicA_TempPole_5	0.0167
P06	17Networks_LH_LimbicA_TempPole_5	-0.3351
P07	17Networks_LH_LimbicA_TempPole_5	0.2911
P08	17Networks_LH_LimbicA_TempPole_5	-0.3843
P09	17Networks_LH_LimbicA_TempPole_5	0.1066
P10	17Networks_LH_LimbicA_TempPole_5	-0.1620
P11	17Networks_LH_LimbicA_TempPole_5	0.3566
P12	17Networks_LH_LimbicA_TempPole_5	0.1164
P13	17Networks_LH_LimbicA_TempPole_5	-0.0084
P14	17Networks_LH_LimbicA_TempPole_5	-0.0121
P15	17Networks_LH_LimbicA_TempPole_5	-0.2380
P16	17Networks_LH_LimbicA_TempPole_5	-0.2034
P17	17Networks_LH_LimbicA_TempPole_5	-0.1658
P18	17Networks_LH_LimbicA_TempPole_5	-0.0089
P19	17Networks_LH_LimbicA_TempPole_5	-0.1205
P20	17Networks_LH_LimbicA_TempPole_5	-0.5481
P21	17Networks_LH_LimbicA_TempPole_5	-0.0857
P22	17Networks_LH_LimbicA_TempPole_5	1.3266
P23	17Networks_LH_LimbicA_TempPole_5	-0.0613
P24	17Networks_LH_LimbicA_TempPole_5	-0.3388
P25	17Networks_LH_LimbicA_TempPole_5	-0.0132
P26	17Networks_LH_LimbicA_TempPole_5	-0.0297
