Pair	ROI	Y
P00	17Networks_RH_SalVentAttnA_ParMed_3	0.9670
P01	17Networks_RH_SalVentAttnA_ParMed_3	-0.2900
P02	17Networks_RH_SalVentAttnA_ParMed_3	-0.1617
P03	17Networks_RH_SalVentAttnA_ParMed_3	-0.1475
P04	17Networks_RH_SalVentAttnA_ParMed_3	-0.2639
P05	17Networks_RH_SalVentAttnA_ParMed_3	0.0830
P06	17Networks_RH_SalVentAttnA_ParMed_3	-0.3382
P07	17Networks_RH_SalVentAttnA_ParMed_3	-0.0602
P08	17Networks_RH_SalVentAttnA_ParMed_3	0.0793
P09	17Networks_RH_SalVentAttnA_ParMed_3	-0.2896
P10	17Networks_RH_SalVentAttnA_ParMed_3	-0.1774
P11	17Networks_RH_SalVentAttnA_ParMed_3	-0.1152
P12	17Networks_RH_SalVentAttnA_ParMed_3	0.0193
P13	17Networks_RH_SalVentAttnA_ParMed_3	-0.1012
P14	17Networks_RH_SalVentAttnA_ParMed_3	-0.3342
P15	17Networks_RH_SalVentAttnA_ParMed_3	-0.2012
P16	17Networks_RH_SalVentAttnA_ParMed_3	-0.0577
P17	17Networks_RH_SalVentAttnA_ParMed_3	-0.2968
P18	17Networks_RH_SalVentAttnA_ParMed_3	-0.2453
P19	17Networks_RH_SalVentAttnA_ParMed_3	0.0882
P20	17Networks_RH_SalVentAttnA_ParMed_3	-0.1053
P21	17Networks_RH_SalVentAttnA_ParMed_3	-0.2139
P22	17Networks_RH_SalVentAttnA_ParMed_3	0.2128
P23	17Networks_RH_SalVentAttnA_ParMed_3	-0.5048
P24	17Networks_RH_SalVentAttnA_ParMed_3	-0.2269
P25	17Networks_RH_SalVentAttnA_ParMed_3	0.0075
P26	17Networks_RH_SalVentAttnA_ParMed_3	-0.1993
P27	17Networks_RH_SalVentAttnA_ParMed_3	0.1853
P28	17Networks_RH_SalVentAttnA_ParMed_3	0.5623
P29	17Networks_RH_SalVentAttnA_ParMed_3	-0.0293
P30	17Networks_RH_SalVentAttnA_ParMed_3	-0.2922
P31	17Networks_RH_SalVentAttnA_ParMed_3	-0.0841
P32	17Networks_RH_SalVentAttnA_ParMed_3	0.1452
P33	17Networks_RH_SalVentAttnA_ParMed_3	-0.5335
P34	17Networks_RH_SalVentAttnA_ParMed_3	0.0927
P35	17Networks_RH_SalVentAttnA_ParMed_3	0.1876
P36	17Networks_RH_SalVentAttnA_ParMed_3	0.0387
P37	17Networks_RH_SalVentAttnA_ParMed_3	0.0680
P38	17Networks_RH_SalVentAttnA_ParMed_3	0.0385
P39	17Networks_RH_SalVentAttnA_ParMed_3	0.1443
P40	17Networks_RH_SalVentAttnA_ParMed_3	-0.3375
P41	17Networks_RH_SalVentAttnA_ParMed_3	0.1085
P42	17Networks_RH_SalVentAttnA_ParMed_3	0.2878
P43	17Networks_RH_SalVentAttnA_ParMed_3	0.4855
P44	17Networks_RH_SalVentAttnA_ParMed_3	0.0020
P45	17Networks_RH_SalVentAttnA_ParMed_3	-0.2299
P46	17Networks_RH_SalVentAttnA_ParMed_3	0.1350
P47	17Networks_RH_SalVentAttnA_ParMed_3	-0.2165
P48	17Networks_RH_SalVentAttnA_ParMed_3	0.3297
P49	17Networks_RH_SalVentAttnA_ParMed_3	-0.2636
P50	17Networks_RH_SalVentAttnA_ParMed_3	0.2171
P51	17Networks_RH_SalVentAttnA_ParMed_3	-0.1668
P52	17Networks_RH_SalVentAttnA_ParMed_3	0.1683
P53	17Networks_RH_SalVentAttnA_ParMed_3	0.8607
P54	17Networks_RH_SalVentAttnA_ParMed_3	0.4149
P55	17Networks_RH_SalVentAttnA_ParMed_3	0.3326
P56	17Networks_RH_SalVentAttnA_ParMed_3	0.4561
P57	17Networks_RH_SalVentAttnA_ParMed_3	-0.2033
P58	17Networks_RH_SalVentAttnA_ParMed_3	0.0964
P59	17Networks_RH_SalVentAttnA_ParMed_3	-0.1584
P60	17Networks_RH_SalVentAttnA_ParMed_3	0.0937
P00	17Networks_RH_SalVentAttnA_FrMed_2	0.2411
P01	17Networks_RH_SalVentAttnA_FrMed_2	0.2713
P02	17Networks_RH_SalVentAttnA_FrMed_2	0.7545
P03	17Networks_RH_SalVentAttnA_FrMed_2	-0.1554
P04	17Networks_RH_SalVentAttnA_FrMed_2	0.4617
P05	17Networks_RH_SalVentAttnA_FrMed_2	0.6861
P06	17Networks_RH_SalVentAttnA_FrMed_2	-1.5005
P07	17Networks_RH_SalVentAttnA_FrMed_2	-0.1743
P08	17Networks_RH_SalVentAttnA_FrMed_2	0.1089
P09	17Networks_RH_SalVentAttnA_FrMed_2	0.2524
P10	17Networks_RH_SalVentAttnA_FrMed_2	-0.3505
P11	17Networks_RH_SalVentAttnA_FrMed_2	0.2726
P12	17Networks_RH_SalVentAttnA_FrMed_2	-0.3184
P13	17Networks_RH_SalVentAttnA_FrMed_2	0.1607
P14	17Networks_RH_SalVentAttnA_FrMed_2	0.1460
P15	17Networks_RH_SalVentAttnA_FrMed_2	0.2500
P16	17Networks_RH_SalVentAttnA_FrMed_2	-0.4426
P17	17Networks_RH_SalVentAttnA_FrMed_2	-0.0253
P18	17Networks_RH_SalVentAttnA_FrMed_2	-0.5799
P19	17Networks_RH_SalVentAttnA_FrMed_2	-0.2855
P20	17Networks_RH_SalVentAttnA_FrMed_2	-0.1442
P21	17Networks_RH_SalVentAttnA_FrMed_2	0.2323
P22	17Networks_RH_SalVentAttnA_FrMed_2	-0.0141
P23	17Networks_RH_SalVentAttnA_FrMed_2	-0.4052
P24	17Networks_RH_SalVentAttnA_FrMed_2	-0.3613
P25	17Networks_RH_SalVentAttnA_FrMed_2	-0.5586
P26	17Networks_RH_SalVentAttnA_FrMed_2	0.2559
P27	17Networks_RH_SalVentAttnA_FrMed_2	0.2512
P28	17Networks_RH_SalVentAttnA_FrMed_2	-0.0233
P29	17Networks_RH_SalVentAttnA_FrMed_2	0.1546
P30	17Networks_RH_SalVentAttnA_FrMed_2	-0.2775
P31	17Networks_RH_SalVentAttnA_FrMed_2	0.8703
P32	17Networks_RH_SalVentAttnA_FrMed_2	0.1238
P33	17Networks_RH_SalVentAttnA_FrMed_2	-0.7877
P34	17Networks_RH_SalVentAttnA_FrMed_2	-0.5511
P35	17Networks_RH_SalVentAttnA_FrMed_2	0.9335
P36	17Networks_RH_SalVentAttnA_FrMed_2	-0.5401
P37	17Networks_RH_SalVentAttnA_FrMed_2	-1.5396
P38	17Networks_RH_SalVentAttnA_FrMed_2	-0.1787
P39	17Networks_RH_SalVentAttnA_FrMed_2	-0.2598
P40	17Networks_RH_SalVentAttnA_FrMed_2	-0.1991
P41	17Networks_RH_SalVentAttnA_FrMed_2	-0.0906
P42	17Networks_RH_SalVentAttnA_FrMed_2	0.6226
P43	17Networks_RH_SalVentAttnA_FrMed_2	0.5352
P44	17Networks_RH_SalVentAttnA_FrMed_2	0.5391
P45	17Networks_RH_SalVentAttnA_FrMed_2	-0.6175
P46	17Networks_RH_SalVentAttnA_FrMed_2	-0.5089
P47	17Networks_RH_SalVentAttnA_FrMed_2	0.0531
P48	17Networks_RH_SalVentAttnA_FrMed_2	0.3536
P49	17Networks_RH_SalVentAttnA_FrMed_2	-0.3451
P50	17Networks_RH_SalVentAttnA_FrMed_2	0.2384
P51	17Networks_RH_SalVentAttnA_FrMed_2	-0.0972
P52	17Networks_RH_SalVentAttnA_FrMed_2	0.1133
P53	17Networks_RH_SalVentAttnA_FrMed_2	1.3724
P54	17Networks_RH_SalVentAttnA_FrMed_2	0.2059
P55	17Networks_RH_SalVentAttnA_FrMed_2	-0.1273
P56	17Networks_RH_SalVentAttnA_FrMed_2	0.4210
P57	17Networks_RH_SalVentAttnA_FrMed_2	0.0422
P58	17Networks_RH_SalVentAttnA_FrMed_2	0.3488
P59	17Networks_RH_SalVentAttnA_FrMed_2	0.2200
P60	17Networks_RH_SalVentAttnA_FrMed_2	1.1350
P00	17Networks_RH_SalVentAttnA_FrMed_3	0.3373
P01	17Networks_RH_SalVentAttnA_FrMed_3	-0.1446
P02	17Networks_RH_SalVentAttnA_FrMed_3	0.5343
P03	17Networks_RH_SalVentAttnA_FrMed_3	-0.1293
P04	17Networks_RH_SalVentAttnA_FrMed_3	0.4855
P05	17Networks_RH_SalVentAttnA_FrMed_3	0.6348
P06	17Networks_RH_SalVentAttnA_FrMed_3	-0.3793
P07	17Networks_RH_SalVentAttnA_FrMed_3	0.0718
P08	17Networks_RH_SalVentAttnA_FrMed_3	-0.1639
P09	17Networks_RH_SalVentAttnA_FrMed_3	-0.0273
P10	17Networks_RH_SalVentAttnA_FrMed_3	-0.3122
P11	17Networks_RH_SalVentAttnA_FrMed_3	0.3686
P12	17Networks_RH_SalVentAttnA_FrMed_3	-0.2137
P13	17Networks_RH_SalVentAttnA_FrMed_3	-0.3150
P14	17Networks_RH_SalVentAttnA_FrMed_3	0.9305
P15	17Networks_RH_SalVentAttnA_FrMed_3	-0.1724
P16	17Networks_RH_SalVentAttnA_FrMed_3	-1.8299
P17	17Networks_RH_SalVentAttnA_FrMed_3	0.2190
P18	17Networks_RH_SalVentAttnA_FrMed_3	-0.2214
P19	17Networks_RH_SalVentAttnA_FrMed_3	-0.2560
P20	17Networks_RH_SalVentAttnA_FrMed_3	-0.8002
P21	17Networks_RH_SalVentAttnA_FrMed_3	0.5033
P22	17Networks_RH_SalVentAttnA_FrMed_3	-0.3341
P23	17Networks_RH_SalVentAttnA_FrMed_3	-2.1542
P24	17Networks_RH_SalVentAttnA_FrMed_3	0.3587
P25	17Networks_RH_SalVentAttnA_FrMed_3	0.1783
P26	17Networks_RH_SalVentAttnA_FrMed_3	0.5568
P27	17Networks_RH_SalVentAttnA_FrMed_3	0.1462
P28	17Networks_RH_SalVentAttnA_FrMed_3	-0.0182
P29	17Networks_RH_SalVentAttnA_FrMed_3	0.0008
P30	17Networks_RH_SalVentAttnA_FrMed_3	1.0161
P31	17Networks_RH_SalVentAttnA_FrMed_3	0.1118
P32	17Networks_RH_SalVentAttnA_FrMed_3	0.6037
P33	17Networks_RH_SalVentAttnA_FrMed_3	-0.2777
P34	17Networks_RH_SalVentAttnA_FrMed_3	-1.0249
P35	17Networks_RH_SalVentAttnA_FrMed_3	-0.0566
P36	17Networks_RH_SalVentAttnA_FrMed_3	-0.2977
P37	17Networks_RH_SalVentAttnA_FrMed_3	0.6823
P38	17Networks_RH_SalVentAttnA_FrMed_3	0.0829
P39	17Networks_RH_SalVentAttnA_FrMed_3	-0.0909
P40	17Networks_RH_SalVentAttnA_FrMed_3	-0.1018
P41	17Networks_RH_SalVentAttnA_FrMed_3	0.0297
P42	17Networks_RH_SalVentAttnA_FrMed_3	0.5172
P43	17Networks_RH_SalVentAttnA_FrMed_3	0.4999
P44	17Networks_RH_SalVentAttnA_FrMed_3	0.0664
P45	17Networks_RH_SalVentAttnA_FrMed_3	-0.3544
P46	17Networks_RH_SalVentAttnA_FrMed_3	-0.2116
P47	17Networks_RH_SalVentAttnA_FrMed_3	-0.4370
P48	17Networks_RH_SalVentAttnA_FrMed_3	0.5082
P49	17Networks_RH_SalVentAttnA_FrMed_3	-0.5982
P50	17Networks_RH_SalVentAttnA_FrMed_3	0.3253
P51	17Networks_RH_SalVentAttnA_FrMed_3	-0.0848
P52	17Networks_RH_SalVentAttnA_FrMed_3	0.1394
P53	17Networks_RH_SalVentAttnA_FrMed_3	0.1858
P54	17Networks_RH_SalVentAttnA_FrMed_3	0.2345
P55	17Networks_RH_SalVentAttnA_FrMed_3	0.7606
P56	17Networks_RH_SalVentAttnA_FrMed_3	-0.0703
P57	17Networks_RH_SalVentAttnA_FrMed_3	-0.3123
P58	17Networks_RH_SalVentAttnA_FrMed_3	0.5455
P59	17Networks_RH_SalVentAttnA_FrMed_3	0.4490
P60	17Networks_RH_SalVentAttnA_FrMed_3	1.7906
P00	17Networks_RH_SalVentAttnB_IPL_1	0.5995
P01	17Networks_RH_SalVentAttnB_IPL_1	0.6860
P02	17Networks_RH_SalVentAttnB_IPL_1	0.4793
P03	17Networks_RH_SalVentAttnB_IPL_1	0.6592
P04	17Networks_RH_SalVentAttnB_IPL_1	0.1087
P05	17Networks_RH_SalVentAttnB_IPL_1	0.6936
P06	17Networks_RH_SalVentAttnB_IPL_1	-0.6969
P07	17Networks_RH_SalVentAttnB_IPL_1	-0.0827
P08	17Networks_RH_SalVentAttnB_IPL_1	-0.4021
P09	17Networks_RH_SalVentAttnB_IPL_1	-0.3720
P10	17Networks_RH_SalVentAttnB_IPL_1	0.5313
P11	17Networks_RH_SalVentAttnB_IPL_1	0.1536
P12	17Networks_RH_SalVentAttnB_IPL_1	-0.2494
P13	17Networks_RH_SalVentAttnB_IPL_1	-0.0296
P14	17Networks_RH_SalVentAttnB_IPL_1	-0.4934
P15	17Networks_RH_SalVentAttnB_IPL_1	0.8894
P16	17Networks_RH_SalVentAttnB_IPL_1	0.4516
P17	17Networks_RH_SalVentAttnB_IPL_1	0.2932
P18	17Networks_RH_SalVentAttnB_IPL_1	0.0543
P19	17Networks_RH_SalVentAttnB_IPL_1	-0.0157
P20	17Networks_RH_SalVentAttnB_IPL_1	-0.3271
P21	17Networks_RH_SalVentAttnB_IPL_1	-0.1617
P22	17Networks_RH_SalVentAttnB_IPL_1	-0.3042
P23	17Networks_RH_SalVentAttnB_IPL_1	0.1732
P24	17Networks_RH_SalVentAttnB_IPL_1	0.3592
P25	17Networks_RH_SalVentAttnB_IPL_1	0.6182
P26	17Networks_RH_SalVentAttnB_IPL_1	0.6323
P27	17Networks_RH_SalVentAttnB_IPL_1	0.1192
P28	17Networks_RH_SalVentAttnB_IPL_1	0.7054
P29	17Networks_RH_SalVentAttnB_IPL_1	-0.1506
P30	17Networks_RH_SalVentAttnB_IPL_1	0.6841
P31	17Networks_RH_SalVentAttnB_IPL_1	0.2662
P32	17Networks_RH_SalVentAttnB_IPL_1	0.1849
P33	17Networks_RH_SalVentAttnB_IPL_1	0.1046
P34	17Networks_RH_SalVentAttnB_IPL_1	-0.4635
P35	17Networks_RH_SalVentAttnB_IPL_1	0.1069
P36	17Networks_RH_SalVentAttnB_IPL_1	0.0494
P37	17Networks_RH_SalVentAttnB_IPL_1	0.0179
P38	17Networks_RH_SalVentAttnB_IPL_1	0.4924
P39	17Networks_RH_SalVentAttnB_IPL_1	-0.8570
P40	17Networks_RH_SalVentAttnB_IPL_1	-0.3315
P41	17Networks_RH_SalVentAttnB_IPL_1	-0.1818
P42	17Networks_RH_SalVentAttnB_IPL_1	0.3543
P43	17Networks_RH_SalVentAttnB_IPL_1	0.0767
P44	17Networks_RH_SalVentAttnB_IPL_1	-0.6386
P45	17Networks_RH_SalVentAttnB_IPL_1	-0.5998
P46	17Networks_RH_SalVentAttnB_IPL_1	-0.0054
P47	17Networks_RH_SalVentAttnB_IPL_1	-0.4828
P48	17Networks_RH_SalVentAttnB_IPL_1	0.5359
P49	17Networks_RH_SalVentAttnB_IPL_1	0.0548
P50	17Networks_RH_SalVentAttnB_IPL_1	-0.3750
P51	17Networks_RH_SalVentAttnB_IPL_1	-0.3743
P52	17Networks_RH_SalVentAttnB_IPL_1	0.0375
P53	17Networks_RH_SalVentAttnB_IPL_1	0.2064
P54	17Networks_RH_SalVentAttnB_IPL_1	0.2346
P55	17Networks_RH_SalVentAttnB_IPL_1	-0.1309
P56	17Networks_RH_SalVentAttnB_IPL_1	0.1041
P57	17Networks_RH_SalVentAttnB_IPL_1	0.4750
P58	17Networks_RH_SalVentAttnB_IPL_1	0.1315
P59	17Networks_RH_SalVentAttnB_IPL_1	-0.3530
P60	17Networks_RH_SalVentAttnB_IPL_1	-0.7421
P00	17Networks_RH_SalVentAttnB_PFClv_1	0.5159
P01	17Networks_RH_SalVentAttnB_PFClv_1	0.1806
P02	17Networks_RH_SalVentAttnB_PFClv_1	0.3311
P03	17Networks_RH_SalVentAttnB_PFClv_1	0.0603
P04	17Networks_RH_SalVentAttnB_PFClv_1	0.2055
P05	17Networks_RH_SalVentAttnB_PFClv_1	0.2241
P06	17Networks_RH_SalVentAttnB_PFClv_1	-0.4199
P07	17Networks_RH_SalVentAttnB_PFClv_1	-0.2188
P08	17Networks_RH_SalVentAttnB_PFClv_1	0.0844
P09	17Networks_RH_SalVentAttnB_PFClv_1	-0.2065
P10	17Networks_RH_SalVentAttnB_PFClv_1	-0.2544
P11	17Networks_RH_SalVentAttnB_PFClv_1	-0.1205
P12	17Networks_RH_SalVentAttnB_PFClv_1	-0.1746
P13	17Networks_RH_SalVentAttnB_PFClv_1	-0.1182
P14	17Networks_RH_SalVentAttnB_PFClv_1	-0.0663
P15	17Networks_RH_SalVentAttnB_PFClv_1	0.3995
P16	17Networks_RH_SalVentAttnB_PFClv_1	0.4464
P17	17Networks_RH_SalVentAttnB_PFClv_1	-0.0321
P18	17Networks_RH_SalVentAttnB_PFClv_1	0.3005
P19	17Networks_RH_SalVentAttnB_PFClv_1	-0.3867
P20	17Networks_RH_SalVentAttnB_PFClv_1	-0.0820
P21	17Networks_RH_SalVentAttnB_PFClv_1	-0.1583
P22	17Networks_RH_SalVentAttnB_PFClv_1	-0.2586
P23	17Networks_RH_SalVentAttnB_PFClv_1	0.1523
P24	17Networks_RH_SalVentAttnB_PFClv_1	0.3560
P25	17Networks_RH_SalVentAttnB_PFClv_1	0.4412
P26	17Networks_RH_SalVentAttnB_PFClv_1	0.3283
P27	17Networks_RH_SalVentAttnB_PFClv_1	0.1264
P28	17Networks_RH_SalVentAttnB_PFClv_1	0.0824
P29	17Networks_RH_SalVentAttnB_PFClv_1	0.0928
P30	17Networks_RH_SalVentAttnB_PFClv_1	0.1165
P31	17Networks_RH_SalVentAttnB_PFClv_1	-0.2307
P32	17Networks_RH_SalVentAttnB_PFClv_1	0.2205
P33	17Networks_RH_SalVentAttnB_PFClv_1	-0.1301
P34	17Networks_RH_SalVentAttnB_PFClv_1	-0.1557
P35	17Networks_RH_SalVentAttnB_PFClv_1	-0.0113
P36	17Networks_RH_SalVentAttnB_PFClv_1	-0.1019
P37	17Networks_RH_SalVentAttnB_PFClv_1	0.1306
P38	17Networks_RH_SalVentAttnB_PFClv_1	0.1048
P39	17Networks_RH_SalVentAttnB_PFClv_1	-0.3756
P40	17Networks_RH_SalVentAttnB_PFClv_1	-0.3292
P41	17Networks_RH_SalVentAttnB_PFClv_1	-0.3692
P42	17Networks_RH_SalVentAttnB_PFClv_1	0.0584
P43	17Networks_RH_SalVentAttnB_PFClv_1	0.0026
P44	17Networks_RH_SalVentAttnB_PFClv_1	0.1195
P45	17Networks_RH_SalVentAttnB_PFClv_1	-0.1627
P46	17Networks_RH_SalVentAttnB_PFClv_1	-0.2051
P47	17Networks_RH_SalVentAttnB_PFClv_1	-0.3270
P48	17Networks_RH_SalVentAttnB_PFClv_1	0.3827
P49	17Networks_RH_SalVentAttnB_PFClv_1	-0.1996
P50	17Networks_RH_SalVentAttnB_PFClv_1	0.3030
P51	17Networks_RH_SalVentAttnB_PFClv_1	0.2513
P52	17Networks_RH_SalVentAttnB_PFClv_1	-0.1180
P53	17Networks_RH_SalVentAttnB_PFClv_1	0.5075
P54	17Networks_RH_SalVentAttnB_PFClv_1	-0.0124
P55	17Networks_RH_SalVentAttnB_PFClv_1	-0.3702
P56	17Networks_RH_SalVentAttnB_PFClv_1	0.2261
P57	17Networks_RH_SalVentAttnB_PFClv_1	0.0682
P58	17Networks_RH_SalVentAttnB_PFClv_1	-0.0557
P59	17Networks_RH_SalVentAttnB_PFClv_1	0.4254
P60	17Networks_RH_SalVentAttnB_PFClv_1	0.0016
P00	17Networks_RH_SalVentAttnB_PFCl_1	1.0215
P01	17Networks_RH_SalVentAttnB_PFCl_1	0.1174
P02	17Networks_RH_SalVentAttnB_PFCl_1	0.5746
P03	17Networks_RH_SalVentAttnB_PFCl_1	0.2534
P04	17Networks_RH_SalVentAttnB_PFCl_1	0.3759
P05	17Networks_RH_SalVentAttnB_PFCl_1	0.2670
P06	17Networks_RH_SalVentAttnB_PFCl_1	-0.8105
P07	17Networks_RH_SalVentAttnB_PFCl_1	-0.2983
P08	17Networks_RH_SalVentAttnB_PFCl_1	0.0811
P09	17Networks_RH_SalVentAttnB_PFCl_1	0.1680
P10	17Networks_RH_SalVentAttnB_PFCl_1	0.1363
P11	17Networks_RH_SalVentAttnB_PFCl_1	0.0382
P12	17Networks_RH_SalVentAttnB_PFCl_1	-0.1559
P13	17Networks_RH_SalVentAttnB_PFCl_1	-0.4494
P14	17Networks_RH_SalVentAttnB_PFCl_1	-0.6487
P15	17Networks_RH_SalVentAttnB_PFCl_1	0.1128
P16	17Networks_RH_SalVentAttnB_PFCl_1	-0.1006
P17	17Networks_RH_SalVentAttnB_PFCl_1	0.4048
P18	17Networks_RH_SalVentAttnB_PFCl_1	0.0757
P19	17Networks_RH_SalVentAttnB_PFCl_1	-0.1800
P20	17Networks_RH_SalVentAttnB_PFCl_1	-0.2674
P21	17Networks_RH_SalVentAttnB_PFCl_1	-0.1541
P22	17Networks_RH_SalVentAttnB_PFCl_1	-0.1359
P23	17Networks_RH_SalVentAttnB_PFCl_1	-0.0065
P24	17Networks_RH_SalVentAttnB_PFCl_1	0.2441
P25	17Networks_RH_SalVentAttnB_PFCl_1	0.3719
P26	17Networks_RH_SalVentAttnB_PFCl_1	-0.1517
P27	17Networks_RH_SalVentAttnB_PFCl_1	0.1511
P28	17Networks_RH_SalVentAttnB_PFCl_1	-0.2447
P29	17Networks_RH_SalVentAttnB_PFCl_1	0.0512
P30	17Networks_RH_SalVentAttnB_PFCl_1	-0.0865
P31	17Networks_RH_SalVentAttnB_PFCl_1	-0.4784
P32	17Networks_RH_SalVentAttnB_PFCl_1	-0.0561
P33	17Networks_RH_SalVentAttnB_PFCl_1	-0.1921
P34	17Networks_RH_SalVentAttnB_PFCl_1	-0.0475
P35	17Networks_RH_SalVentAttnB_PFCl_1	-0.0278
P36	17Networks_RH_SalVentAttnB_PFCl_1	-0.1351
P37	17Networks_RH_SalVentAttnB_PFCl_1	-0.0374
P38	17Networks_RH_SalVentAttnB_PFCl_1	0.3381
P39	17Networks_RH_SalVentAttnB_PFCl_1	-0.1579
P40	17Networks_RH_SalVentAttnB_PFCl_1	-0.0870
P41	17Networks_RH_SalVentAttnB_PFCl_1	-0.0840
P42	17Networks_RH_SalVentAttnB_PFCl_1	0.0797
P43	17Networks_RH_SalVentAttnB_PFCl_1	0.1838
P44	17Networks_RH_SalVentAttnB_PFCl_1	-0.0574
P45	17Networks_RH_SalVentAttnB_PFCl_1	-0.1762
P46	17Networks_RH_SalVentAttnB_PFCl_1	-0.1061
P47	17Networks_RH_SalVentAttnB_PFCl_1	-0.2804
P48	17Networks_RH_SalVentAttnB_PFCl_1	0.4810
P49	17Networks_RH_SalVentAttnB_PFCl_1	-0.3254
P50	17Networks_RH_SalVentAttnB_PFCl_1	-0.0749
P51	17Networks_RH_SalVentAttnB_PFCl_1	0.0829
P52	17Networks_RH_SalVentAttnB_PFCl_1	-0.1254
P53	17Networks_RH_SalVentAttnB_PFCl_1	0.6495
P54	17Networks_RH_SalVentAttnB_PFCl_1	0.1391
P55	17Networks_RH_SalVentAttnB_PFCl_1	0.0109
P56	17Networks_RH_SalVentAttnB_PFCl_1	0.1893
P57	17Networks_RH_SalVentAttnB_PFCl_1	0.0599
P58	17Networks_RH_SalVentAttnB_PFCl_1	0.1162
P59	17Networks_RH_SalVentAttnB_PFCl_1	-0.0001
P60	17Networks_RH_SalVentAttnB_PFCl_1	-0.4871
P00	17Networks_RH_SalVentAttnB_PFCl_2	0.8433
P01	17Networks_RH_SalVentAttnB_PFCl_2	0.0598
P02	17Networks_RH_SalVentAttnB_PFCl_2	-0.1223
P03	17Networks_RH_SalVentAttnB_PFCl_2	-0.0364
P04	17Networks_RH_SalVentAttnB_PFCl_2	0.2012
P05	17Networks_RH_SalVentAttnB_PFCl_2	0.4868
P06	17Networks_RH_SalVentAttnB_PFCl_2	-0.5287
P07	17Networks_RH_SalVentAttnB_PFCl_2	-0.3054
P08	17Networks_RH_SalVentAttnB_PFCl_2	-0.0004
P09	17Networks_RH_SalVentAttnB_PFCl_2	-0.0660
P10	17Networks_RH_SalVentAttnB_PFCl_2	0.0194
P11	17Networks_RH_SalVentAttnB_PFCl_2	-0.1614
P12	17Networks_RH_SalVentAttnB_PFCl_2	-0.3123
P13	17Networks_RH_SalVentAttnB_PFCl_2	0.0483
P14	17Networks_RH_SalVentAttnB_PFCl_2	-0.2793
P15	17Networks_RH_SalVentAttnB_PFCl_2	0.0448
P16	17Networks_RH_SalVentAttnB_PFCl_2	0.2112
P17	17Networks_RH_SalVentAttnB_PFCl_2	-0.0177
P18	17Networks_RH_SalVentAttnB_PFCl_2	0.1271
P19	17Networks_RH_SalVentAttnB_PFCl_2	-0.1975
P20	17Networks_RH_SalVentAttnB_PFCl_2	-0.2991
P21	17Networks_RH_SalVentAttnB_PFCl_2	-0.1101
P22	17Networks_RH_SalVentAttnB_PFCl_2	-0.1716
P23	17Networks_RH_SalVentAttnB_PFCl_2	-0.0805
P24	17Networks_RH_SalVentAttnB_PFCl_2	0.1211
P25	17Networks_RH_SalVentAttnB_PFCl_2	-0.2308
P26	17Networks_RH_SalVentAttnB_PFCl_2	0.4827
P27	17Networks_RH_SalVentAttnB_PFCl_2	0.0329
P28	17Networks_RH_SalVentAttnB_PFCl_2	-0.1147
P29	17Networks_RH_SalVentAttnB_PFCl_2	0.3675
P30	17Networks_RH_SalVentAttnB_PFCl_2	0.0981
P31	17Networks_RH_SalVentAttnB_PFCl_2	-0.0811
P32	17Networks_RH_SalVentAttnB_PFCl_2	-0.5372
P33	17Networks_RH_SalVentAttnB_PFCl_2	0.2089
P34	17Networks_RH_SalVentAttnB_PFCl_2	-0.1297
P35	17Networks_RH_SalVentAttnB_PFCl_2	-0.0865
P36	17Networks_RH_SalVentAttnB_PFCl_2	-0.0482
P37	17Networks_RH_SalVentAttnB_PFCl_2	-0.3062
P38	17Networks_RH_SalVentAttnB_PFCl_2	0.4232
P39	17Networks_RH_SalVentAttnB_PFCl_2	-0.1602
P40	17Networks_RH_SalVentAttnB_PFCl_2	-0.5400
P41	17Networks_RH_SalVentAttnB_PFCl_2	-0.1137
P42	17Networks_RH_SalVentAttnB_PFCl_2	0.0265
P43	17Networks_RH_SalVentAttnB_PFCl_2	0.1282
P44	17Networks_RH_SalVentAttnB_PFCl_2	-0.4348
P45	17Networks_RH_SalVentAttnB_PFCl_2	-0.0748
P46	17Networks_RH_SalVentAttnB_PFCl_2	-0.1453
P47	17Networks_RH_SalVentAttnB_PFCl_2	0.0249
P48	17Networks_RH_SalVentAttnB_PFCl_2	0.2496
P49	17Networks_RH_SalVentAttnB_PFCl_2	-0.2753
P50	17Networks_RH_SalVentAttnB_PFCl_2	-0.0318
P51	17Networks_RH_SalVentAttnB_PFCl_2	0.2588
P52	17Networks_RH_SalVentAttnB_PFCl_2	0.0622
P53	17Networks_RH_SalVentAttnB_PFCl_2	0.4050
P54	17Networks_RH_SalVentAttnB_PFCl_2	-0.3989
P55	17Networks_RH_SalVentAttnB_PFCl_2	-0.3058
P56	17Networks_RH_SalVentAttnB_PFCl_2	-0.4212
P57	17Networks_RH_SalVentAttnB_PFCl_2	0.3047
P58	17Networks_RH_SalVentAttnB_PFCl_2	-0.0007
P59	17Networks_RH_SalVentAttnB_PFCl_2	0.0604
P60	17Networks_RH_SalVentAttnB_PFCl_2	-0.5502
P00	17Networks_RH_SalVentAttnB_Ins_1	0.0392
P01	17Networks_RH_SalVentAttnB_Ins_1	0.1157
P02	17Networks_RH_SalVentAttnB_Ins_1	0.0852
P03	17Networks_RH_SalVentAttnB_Ins_1	0.3452
P04	17Networks_RH_SalVentAttnB_Ins_1	-0.0567
